ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt,d18O_ppt_2,dD_ppt_2,CBE_pc,mixing_st1nit1_2,notes,Name,pH,EC,Q,Temperature,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Phosphate,Sulfate,Lithium,Sodium,Ammonium,Potassium,Magnesium,Calcium,Strontium,Lab_pH,Lab_EC,qPCR_mean,qPCR_std,Map ID,python_ID,python_date,Excel_TM,Excel_Overburden,Excel_Geology,Excel_Category
125,4599_08,fracture,BdTfrac4599,roof,,,,4599,14.12.2020,,1087,granite,subsurface,3.68,0.14,0,15,15,0,11.98,0.31,0,9.69,17.8,8.57,8.57,77.9,72.9,55.4,221,0.0134,2,-14.57,-101.45,,,11.76,,,BdTfrac4599.20201214,8.57,77.9,0.0067,17.8,3.68,0.14,,,,,15,,11.98,,0.31,,9.69,,8.6,72.9,,,,BdTfrac4599,20201214,4599,1087,granite,subsurface
126,4599_16,fracture,BdTfrac4599,roof,,,,4599,03.02.2021,,1087,granite,subsurface,2.88,0.2,0,13.37,15,0,12.28,0.31,0,9.38,17.5,9.48,9.18,86.4,75.5,61.5,158,0.0116,2,-14.63,-101.07,,,20.5,,,BdTfrac4599.20210203,9.48,86.4,0.005833,17.5,2.88,0.2,,,,,13.37,,12.28,,0.31,,9.38,,9.18,75.5,,,,BdTfrac4599,20210203,4599,1087,granite,subsurface
228,4652_19,fracture,BdTfrac4652,SW_SW,,,,4652,15.04.2021,12:50,1090,granite,subsurface,2.79,0.17,,12.39,,0,11.07,0.15,0,10.1,18.4,9.17,8.86,84.2,73.1,59.8,188,0.0156,2,-14.7,-101.99,,,,,,BdTfrac4652.20210415,9.17,84.2,0.0156,18.4,2.79,0.17,,,0,,12.39,0,11.07,,0.15,0,10.1,,8.86,73.1,,,,BdTfrac4652,20210415,4652,1090,granite,subsurface
496,4652_39,fracture,BdTfrac4652,SW_SW,,,,4652,08.07.2021,13:00,,granite,subsurface,3.51,0.16,0,13.51,,0,12.22,0.37,0,10.83,18.1,9.2,,83.2,,59.5,160,0.015,2,,,,,,,,BdTfrac4652.20210708,9.2,83.2,0.015,18.1,3.51,0.16,,,0,,13.51,0,12.22,,0.37,0,10.83,,,,1119.587188,140.694526,,BdTfrac4652,20210708,4652,1090,granite,subsurface
131,4652_16,fracture,BdTfrac4652,SW_SW,,,,4652,03.02.2021,,1090,granite,subsurface,2.98,0.19,0,12.52,15,0,11.33,0.18,0,9.61,18,9.33,9.12,84.1,73.3,61.5,162,0.0176,2,-14.63,-101.99,,,18.61,,,BdTfrac4652.20210203,9.33,84.1,0.00875,18,2.98,0.19,,,,,12.52,,11.33,,0.18,,9.61,,9.12,73.3,706.5083647,104.797249,,BdTfrac4652,20210203,4652,1090,granite,subsurface
132,4652_17,fracture,BdTfrac4652,SW_SW,,,,4652,03.03.2021,,1090,granite,subsurface,2.77,0.1,0,12.04,15,0,11.1,0.18,0,9.58,18,9.47,8.57,82.7,68.5,61.6,169,0.0156,2,,,,,20.92,,,BdTfrac4652.20210303,9.47,82.7,0.0078,18,2.77,0.1,,,,,12.04,0,11.1,,0.18,0,9.58,,8.57,58.7,,,,BdTfrac4652,20210303,4652,1090,granite,subsurface
129,4652_07,fracture,BdTfrac4652,SW_SW,,,,4652,02.11.2020,,1090,granite,subsurface,2.8,0.23,0,11.14,20,0,11.32,0.2,0.25,9.28,18.2,9.02,9,77.5,73.5,,187,0.015,2,-14.63,-101.95,,,13.49,,,BdTfrac4652.20201102,,,0.0075,18.2,2.8,0.23,,,,,11.14,,11.32,,0.2,0.25,9.28,,8.997,73.5,,,,BdTfrac4652,20201102,4652,1090,granite,subsurface
130,4652_08,fracture,BdTfrac4652,SW_SW,,,,4652,14.12.2020,,1090,granite,subsurface,3.74,0.14,0,12.45,15,0,11.4,0.2,0,10.33,18.3,8.46,8.47,74.2,70.4,55.4,225,0.0136,2,-14.57,-101.62,,,14.93,,was mislabled as BdTfrac4652.20201213 in the dna data,BdTfrac4652.20201214,8.46,74.2,0.0068,18.3,3.74,0.14,,,,,12.45,,11.4,,0.2,,10.33,,8.5,70.4,1348.359059,240.6929054,,BdTfrac4652,20201214,4652,1090,granite,subsurface
128,4652_03,fracture,BdTfrac4652,SW_SW,,,,4652,25.09.2020,,1090,granite,subsurface,2.77,0.28,0,12.01,,0.61,11.49,0.17,0,9.81,20.25,9.46,8.75,92.35,72.7,64.6,,0.0114,2,-14.61,-102,,,24.44,,,BdTfrac4652.20200925,,,0.0057,20.7,2.77,0.28,,,,,12.01,0.61,11.49,,0.17,,9.18,,8.754,72.7,,,,BdTfrac4652,20200925,4652,1090,granite,subsurface
128,4652_03,fracture,BdTfrac4652,SW_SW,,,,4652,25.09.2020,,1090,granite,subsurface,2.77,0.28,0,12.01,,0.61,11.49,0.17,0,9.81,20.25,9.46,8.75,92.35,72.7,64.6,,0.0114,2,-14.61,-102,,,24.44,,,BdTfrac4652.20200925,,,0.0057,19.8,2.77,0.28,,,,,12.01,0.61,11.49,,0.17,,9.18,,8.754,72.7,,,,BdTfrac4652,20200925,4652,1090,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no cations,BdTfrac4652.20211201,9.3,104.5,0.0028,19.7,3.38,0.24,,,,,10.95,,,,,,,,,,548.9097686,293.430341,,BdTfrac4652,20211201,4652,1090,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac4652.20211122,,,,,2.98,0.17,,,,,10.08,,,,,,,,,,,,,BdTfrac4652,20211122,4652,1090,granite,subsurface
229,4752_19,fracture,BdTfrac4752,SW_NE,,,,4752,15.04.2021,12:35,1099,granite,subsurface,2.61,0.16,,12.48,,0,8.75,0.36,0,11.87,18.7,9.1,8.78,83,62.9,59.1,181,0.0222,3,-14.54,-100.64,,,,,,BdTfrac4752.20210415,9.1,83,0.0222,18.7,2.61,0.16,,,0,,12.48,0,8.75,,0.36,0,11.87,,8.78,62.9,,,,BdTfrac4752,20210415,4752,1099,granite,subsurface
495,4752_39,fracture,BdTfrac4752,SW_NE,,,,4752,08.07.2021,12:45,,granite,subsurface,3.19,0.11,0.17,14.43,,0,9.41,0.47,0,12.25,18,9.2,,81.3,,57.8,170,0.0195,3,,,,,,,,BdTfrac4752.20210708,9.2,81.3,0.0195,18,3.19,0.11,,,0.17,,14.43,0,9.41,,0.47,0,12.25,,,,,,,BdTfrac4752,20210708,4752,1099,granite,subsurface
135,4752_08,fracture,BdTfrac4752,SW_NE,,,,4752,14.12.2020,,1099,granite,subsurface,3.46,0,0,13.99,15,0,8.91,0.35,0,11.66,18.5,8.05,8.48,74,68.6,52.6,228,0.0204,3,-14.46,-100.57,,,11.91,,,BdTfrac4752.20201214,8.05,74,0.0068,18.5,3.46,,,,,,13.99,,8.91,,0.35,,11.66,,8.5,68.6,1676.797997,71.25941596,,BdTfrac4752,20201214,4752,1099,granite,subsurface
134,4752_07,fracture,BdTfrac4752,SW_NE,,,,4752,02.11.2020,,1099,granite,subsurface,2.62,0.17,0,12.88,20,0,8.71,0.36,0.31,10.71,18.4,9.22,9,86,71,60.9,182,0.0201,3,-14.44,-100.5,,,11.4,,,BdTfrac4752.20201102,,,0.0067,18.4,2.62,0.17,,,,,12.88,,8.71,,0.36,0.31,10.71,,8.997,71,,,,BdTfrac4752,20201102,4752,1099,granite,subsurface
136,4752_16,fracture,BdTfrac4752,SW_NE,,,,4752,03.02.2021,,1099,granite,subsurface,2.76,0.17,0,13.13,15,0,9.28,0.39,0,11.35,18.1,9.27,9.08,81.1,71.7,57.6,161,0.0183,3,-14.4,-100.72,,,18.3,,,BdTfrac4752.20210203,9.27,81.1,0.00614,18.1,2.76,0.17,,,,,13.13,,9.28,,0.39,,11.35,,9.08,71.7,,,,BdTfrac4752,20210203,4752,1099,granite,subsurface
137,4752_17,fracture,BdTfrac4752,SW_NE,,,,4752,03.03.2021,,1099,granite,subsurface,2.62,0.15,0.22,12.84,22.5,0,8.62,0.38,0,10.86,18,9.38,8.61,82.7,67.7,57.9,174,0.0171,3,,,,,8.6,,,BdTfrac4752.20210303,9.38,82.7,0.0057,18,2.62,0.15,,,0.22,,12.84,0,8.62,,0.38,0,10.86,,8.61,67.7,,,,BdTfrac4752,20210303,4752,1099,granite,subsurface
133,4752_03,fracture,BdTfrac4752,SW_NE,,,,4752,25.09.2020,,1099,granite,subsurface,2.63,0.23,0,13.2,,0.87,8.82,0.31,0,11.22,20.5,9.25,8.69,90.25,71.3,62,,0.0111,3,-14.45,-100.49,,,19.3,,,BdTfrac4752.20200925,,,0.0037,20.7,2.63,0.23,,,,,13.2,0.87,8.82,,0.31,,11.22,,8.686,71.3,,,,BdTfrac4752,20200925,4752,1099,granite,subsurface
133,4752_03,fracture,BdTfrac4752,SW_NE,,,,4752,25.09.2020,,1099,granite,subsurface,2.63,0.23,0,13.2,,0.87,8.82,0.31,0,11.22,20.5,9.25,8.69,90.25,71.3,62,,0.0111,3,-14.45,-100.49,,,19.3,,,BdTfrac4752.20200925,,,0.0037,20.3,2.63,0.23,,,,,13.2,0.87,8.82,,0.31,,11.22,,8.686,71.3,,,,BdTfrac4752,20200925,4752,1099,granite,subsurface
138,4846_03,fracture,BdTfrac4846,,,,,4846,25.09.2020,,1146,granite,subsurface,3.22,0.13,0,14.7,,0.62,9.47,0.28,0.2,12.3,19.85,9.41,8.7,97.85,77.6,67.5,,0.0367,1,-14.43,-100.47,,,22.61,,,BdTfrac4846.20200925,,,0.0367,20.3,3.22,0.13,,,,,14.7,0.62,9.47,,0.28,0.2,12.3,,8.699,77.6,,,,BdTfrac4846,20200925,4846,1146,granite,subsurface
138,4846_03,fracture,BdTfrac4846,,,,,4846,25.09.2020,,1146,granite,subsurface,3.22,0.13,0,14.7,,0.62,9.47,0.28,0.2,12.3,19.85,9.41,8.7,97.85,77.6,67.5,,0.0367,1,-14.43,-100.47,,,22.61,,,BdTfrac4846.20200925,,,0.0367,19.4,3.22,0.13,,,,,14.7,0.62,9.47,,0.28,0.2,12.3,,8.699,77.6,,,,BdTfrac4846,20200925,4846,1146,granite,subsurface
230,4846_19,fracture,BdTfrac4846,,,,,4846,15.04.2021,12:25,1146,granite,subsurface,3.18,0.06,,14.21,,0,9.44,0.29,0,12.88,17.5,9.16,8.7,89.9,68.8,62.5,173,0.0338,1,-14.53,-100.57,,,,,,BdTfrac4846.20210415,9.16,89.9,0.0338,17.5,3.18,0.06,,,0,,14.21,0,9.44,,0.29,0,12.88,,8.7,68.8,,,,BdTfrac4846,20210415,4846,1146,granite,subsurface
141,4846_17,fracture,BdTfrac4846,,,,,4846,03.03.2021,,1146,granite,subsurface,3.23,0.15,0,16.98,15,0,9.58,0.37,0,11.75,18,9.24,8.71,90.6,72.6,64.3,177,0.0047,1,,,,,12.74,,,BdTfrac4846.20210303,9.24,90.6,0.0047,18,3.23,0.15,,,0,,16.98,0,9.58,,0.37,,11.75,,8.71,72.6,,,,BdTfrac4846,20210303,4846,1146,granite,subsurface
139,4846_08,fracture,BdTfrac4846,,,,,4846,14.12.2020,,1146,granite,subsurface,4.17,0.08,0,15.33,15,0,9.64,0.35,0,12.8,18.3,8.24,8.59,80.8,74.8,57.2,220,0.0037,1,-14.44,-100.67,,,12.15,,in qpcr metadata sheet as BdTfrac4846.20201213,BdTfrac4846.20201214,8.24,80.8,0.0037,18.3,4.17,0.08,,,,,15.33,,9.64,,0.35,,12.8,,8.6,74.8,6113.403555,207.3006636,,BdTfrac4846,20201214,4846,1146,granite,subsurface
140,4846_16,fracture,BdTfrac4846,,,,,4846,03.02.2021,,1146,granite,subsurface,3.37,0.15,0,16.79,15,0,9.66,0.33,0,12.82,18.1,9.16,9.06,91.1,77.4,63.6,162,0.0033,1,-14.48,-100.74,,,14.76,,,BdTfrac4846.20210203,9.16,91.1,0.0033,18.1,3.37,0.15,,,,,16.79,,9.66,,0.33,,12.82,,9.06,77.4,,,,BdTfrac4846,20210203,4846,1146,granite,subsurface
231,4950_19,fracture,BdTfrac4950,roof,,,,4950,15.04.2021,12:15,1180,granite,subsurface,2.56,0.11,0.79,6.41,,0,8.19,0.81,0,9.53,18.4,9.18,8.74,72.8,53.1,51.8,162,0.0198,2,-14.6,-101.48,,,,,,BdTfrac4950.20210415,9.18,72.8,0.0198,18.4,2.56,0.11,,,0.79,,6.41,0,8.19,,0.81,0,9.53,,8.74,53.1,,,,BdTfrac4950,20210415,4950,1180,granite,subsurface
142,4950_03,fracture,BdTfrac4950,roof,,,,4950,25.09.2020,,1180,granite,subsurface,2.45,0.15,0,6.4,,0.79,8,0.74,0.19,8.93,18.9,9.4,8.72,95.8,59,60.55,,0.024,2,-14.54,-101.07,,,30.07,,,BdTfrac4950.20200925,,,0.0167,18.9,2.45,0.15,,,,,6.4,0.79,8,,0.74,0.19,8.93,,8.715,59,,,,BdTfrac4950,20200925,4950,1180,granite,subsurface
494,4950_39,fracture,BdTfrac4950,roof,,,,4950,08.07.2021,12:30,,granite,subsurface,3.03,0.11,0.87,7.25,,0,9.3,1,0,10.25,18.5,9.3,,68.8,,48.8,168,0.01486,2,,,,,,,,BdTfrac4950.20210708,9.3,68.8,0.01486,18.5,3.03,0.11,,,0.87,,7.25,0,9.3,,1,0,10.25,,,,,,,BdTfrac4950,20210708,4950,1180,granite,subsurface
145,4950_17,fracture,BdTfrac4950,roof,,,,4950,03.03.2021,,1180,granite,subsurface,2.47,0.15,0.84,6.1,15,0,8.09,0.85,0,9.09,18,9.49,8.83,69.4,57.1,49.2,163,0.0212,2,,,,,13.97,,,BdTfrac4950.20210303,9.49,69.4,0.0106,18.6,2.47,0.15,,,0.84,,6.1,,8.09,,0.85,,9.09,,8.83,57.1,,,,BdTfrac4950,20210303,4950,1180,granite,subsurface
144,4950_16,fracture,BdTfrac4950,roof,,,,4950,03.02.2021,,1180,granite,subsurface,2.63,0.13,0.89,6.62,15,0,8.18,0.81,0,8.6,18.7,9.53,9.13,71.2,59.2,50.4,154,0.02,2,-14.56,-101.49,,,20.38,,,BdTfrac4950.20210203,9.53,71.2,0.01,18.7,2.63,0.13,,,0.89,,6.62,,8.18,,0.81,,8.6,,9.13,59.2,,,,BdTfrac4950,20210203,4950,1180,granite,subsurface
143,4950_08,fracture,BdTfrac4950,roof,,,,4950,14.12.2020,,1180,granite,subsurface,3.2,0.13,0,7.01,15,0.02,8.46,0.95,0,9.57,18.9,8.75,9.31,64,57.9,45,217,0.0197,2,-14.58,-101.32,,,18.32,,,BdTfrac4950.20201214,8.75,64,0.0098,18.9,3.2,0.13,,,,,7.01,0.02,8.46,,0.95,,9.57,,9.3,57.9,,,,BdTfrac4950,20201214,4950,1180,granite,subsurface
232,5000_19,fracture,BdTfrac5000,,,,,5000,15.04.2021,12:00,1197,granite,subsurface,,,,,,,,,,,18.3,9.07,,82.4,,58.3,153,0.0099995,3.5,,,,,,,,BdTfrac5000.20210415,9.07,82.4,0.0099995,18.3,,,,,,,,,,,,,,,,,,,,BdTfrac5000,20210415,5000,1197,granite,subsurface
233,5050_19,fracture,BdTfrac5050,,,,,5050,15.04.2021,11:55,1219,granite,subsurface,,,,,,,,,,,19.5,8.76,,88.2,,62.2,153,0.0016,2,,,,,,,,BdTfrac5050.20210415,8.76,88.2,0.0016,19.5,,,,,,,,,,,,,,,,,,,,BdTfrac5050,20210415,5050,1219,granite,subsurface
234,5132_19,fracture,BdTfrac5132,SW_SW,,,,5132,15.04.2021,11:45,1265,granite,subsurface,4.18,0.06,0,14,,0,13.46,0.32,0,11.22,18.6,8.77,8.38,95.8,48.9,67.9,143,0.02,1,-14.72,-102.28,,,,,,BdTfrac5132.20210415,8.77,95.8,0.02,18.6,4.18,0.06,0,,,,14,0,13.46,,0.32,0,11.22,,8.38,48.9,,,,BdTfrac5132,20210415,5132,1265,granite,subsurface
493,5132_39,fracture,BdTfrac5132,SW_SW,,,,5132,08.07.2021,12:15,,granite,subsurface,5.07,0.11,0,15.79,,0,13.99,0.47,0,11.68,19,9.2,,96.5,,68.7,190,0.0186,1,,,,,,,,BdTfrac5132.20210708,9.2,96.5,0.0186,19,5.07,0.11,,,0,,15.79,0,13.99,,0.47,0,11.68,,,,,,,BdTfrac5132,20210708,5132,1265,granite,subsurface
149,5132_17,fracture,BdTfrac5132,SW_SW,,,,5132,03.03.2021,,1265,granite,subsurface,4.3,0.14,0,14.33,15,0,13.28,0.36,0,10.24,19,9.43,8.67,94.1,80.3,68,165,0.0156,1,,,,,10.4,,,BdTfrac5132.20210303,9.43,94.1,0.015625,,4.3,0.14,,,0,,14.33,0,13.28,,0.36,0,10.24,,8.67,80.3,,,,BdTfrac5132,20210303,5132,1265,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.69,-102.18,,,,,why no data in LEFT columns?,BdTfrac5132.20201213,9.2,90.8,0.015,18.9,5.54,0.83,,,,,16.75,,13.21,,0.27,,11.18,,,,3827.897707,33.89490109,,BdTfrac5132,20201213,5132,1265,granite,subsurface
147,5132_08,fracture,BdTfrac5132,SW_SW,,,,5132,14.12.2020,,1265,granite,subsurface,5.24,0.12,0,15.19,20,0,13.21,0.27,0,11.18,18.9,9.2,9.2,90.8,52.1,64.6,229,0.015,1,-14.69,-102.18,,,9.54,,,BdTfrac5132.20201214,9.2,90.8,0.015,18.9,5.24,0.12,,,,,15.19,,13.21,,0.27,,11.18,,9.2,52.1,,,,BdTfrac5132,20201214,5132,1265,granite,subsurface
148,5132_16,fracture,BdTfrac5132,SW_SW,,,,5132,03.02.2021,,1265,granite,subsurface,4.41,0.2,0,14.32,15,0,13.39,0.33,0,11.99,18.8,9.26,9.03,99.8,82.2,71.6,182,0.0148,1,-14.7,-102.32,,,20.16,,,BdTfrac5132.20210203,9.26,99.8,0.0148,19,4.41,0.2,,,,,14.32,,13.39,,0.33,,11.99,,9.03,82.2,,,,BdTfrac5132,20210203,5132,1265,granite,subsurface
148,5132_16,fracture,BdTfrac5132,SW_SW,,,,5132,03.02.2021,,1265,granite,subsurface,4.41,0.2,0,14.32,15,0,13.39,0.33,0,11.99,18.8,9.26,9.03,99.8,82.2,71.6,182,0.0148,1,-14.7,-102.32,,,20.16,,,BdTfrac5132.20210203,9.26,99.8,0.0148,18.8,4.41,0.2,,,,,14.32,,13.39,,0.33,,11.99,,9.03,82.2,,,,BdTfrac5132,20210203,5132,1265,granite,subsurface
146,5132_03,fracture,BdTfrac5132,SW_SW,,,,5132,25.09.2020,,1265,granite,subsurface,4.09,0.49,0,14.44,,0.59,13.26,0.78,0.19,10.81,20.05,9.33,8.36,106.4,81.3,72.9,,0.0145,1,-14.73,-102.25,,,21.1,,,BdTfrac5132.20200925,,,0.0145,21,4.09,0.49,,,,,14.44,0.59,13.26,,0.78,0.19,10.81,,8.363,81.3,,,,BdTfrac5132,20200925,5132,1265,granite,subsurface
146,5132_03,fracture,BdTfrac5132,SW_SW,,,,5132,25.09.2020,,1265,granite,subsurface,4.09,0.49,0,14.44,,0.59,13.26,0.78,0.19,10.81,20.05,9.33,8.36,106.4,81.3,72.9,,0.0145,1,-14.73,-102.25,,,21.1,,,BdTfrac5132.20200925,,,0.0145,19.1,4.09,0.49,,,,,14.44,0.59,13.26,,0.78,0.19,10.81,,8.363,81.3,,,,BdTfrac5132,20200925,5132,1265,granite,subsurface
152,0699A_17,fracture,BdTfrac699A,roof,,,,699.1,04.03.2021,,437,gneiss,subsurface,,,,,,,,,,,11.8,8.3,,551,,391,187,0.0003,1,,,,,,,,BdTfrac699A.20210304,8.3,551,0.0002777,11.8,,,,,,,,,,,,,,,,,,,,BdTfrac699A,20210304,699.1,437,gneiss,subsurface
151,0699A_14,fracture,BdTfrac699A,roof,,,,699.1,19.01.2021,,437,gneiss,subsurface,,,,,,,,,,,12,8.66,,494,,335,180,0.0002,1,,,,,,,,BdTfrac699A.20210119,8.66,494,0.00017,12,,,,,,,,,,,,,,,,,,,,BdTfrac699A,20210119,699.1,437,gneiss,subsurface
8,0699B_14,fracture,BdTfrac699B,,,,,699.2,19.01.2021,,437,gneiss,subsurface,2.23,3.72,0,344.18,12.5,0,43.05,1.37,0.56,130.46,11,8.85,7.43,597,548,424,196,0.0057,1,-13.38,-93.91,,,5.2,,,BdTfrac699B.20210119,8.85,597,0.0057,11,2.23,3.72,,,,,344.18,,43.05,,1.37,0.56,130.46,,7.43,548,,,,BdTfrac699B,20210119,699.2,437,gneiss,subsurface
9,0699B_17,fracture,BdTfrac699B,,,,,699.2,04.03.2021,,437,gneiss,subsurface,1.3,3.71,0.14,326.61,12.5,0,42.28,1.16,0.57,103.63,11.2,8.72,8.34,654,571,464,184,0.0054,1,-13.56,-94.22,,,-0.93,,,BdTfrac699B.20210304,8.72,654,0.00541677,11.2,1.3,3.71,,,0.14,,326.61,,42.28,,1.16,0.57,103.63,,8.34,571,,,,BdTfrac699B,20210304,699.2,437,gneiss,subsurface
271,0699B_28,fracture,BdTfrac699B,,,,,699.2,05.05.2021,18:51,437,gneiss,subsurface,1.33,3.5,0,324.26,,0.01,43.33,1.26,0.56,126.19,11.5,8.7,8.752,653,539,464,130,0.00472,1,-13.8,-94.62,,,,,,BdTfrac699B.20210505,8.7,653,0.00472,11.5,1.33,3.5,,,0,,324.26,0.01,43.33,,1.26,0.56,126.19,,8.752,539,,,,BdTfrac699B,20210505,699.2,437,gneiss,subsurface
474,0699B_37,fracture,BdTfrac699B,,,,,699.2,01.06.2021,17:37,437,granite,subsurface,2.39,3.07,0.16,354.93,,0,43.5,1.23,0.48,129.69,11.5,8.1,7.853,653,565,466,131,0.0043,1,-13.39,-93.85,,,,,,BdTfrac699B.20210601,8.1,653,0.0043,11.5,2.39,3.07,,,0.16,,354.93,0,43.5,,1.23,0.48,129.69,,7.853,565,,,,BdTfrac699B,20210601,699.2,437,granite,subsurface
153,0755A_14,fracture,BdTfrac755A,,,,,755.1,19.01.2021,,472,gneiss,subsurface,,,,,,,,,,,11.7,8.57,,251,,178,190,0.006,1,,,,,,,,BdTfrac755A.20210119,8.57,251,0.001,11.7,,,,,,,,,,,,,,,,,,,,BdTfrac755A,20210119,755.1,472,gneiss,subsurface
154,0755A_17,fracture,BdTfrac755A,,,,,755.1,04.03.2021,,472,gneiss,subsurface,,,,,,,,,,,11.7,8.24,,267,,190,194,,1,,,,,,,,BdTfrac755A.20210304,8.24,267,0.000833,11.7,,,,,,,,,,,,,,,,,,,,BdTfrac755A,20210304,755.1,472,gneiss,subsurface
156,0755B_17,fracture,BdTfrac755B,,,,,755.2,04.03.2021,,472,gneiss,subsurface,,,,,,,,,,,11.8,8.73,,198.4,,141,177,0.001,1,,,,,,,,BdTfrac755B.20210304,8.73,198.1,0.001,11.8,,,,,,,,,,,,,,,,,,,,BdTfrac755B,20210304,755.2,472,gneiss,subsurface
155,0755B_14,fracture,BdTfrac755B,,,,,755.2,19.01.2021,,472,gneiss,subsurface,,,,,,,,,,,12.4,8.73,,177,,125,190,0.0009,1,,,,,,,,BdTfrac755B.20210119,8.73,177,0.00094,12.4,,,,,,,,,,,,,,,,,,,,BdTfrac755B,20210119,755.2,472,gneiss,subsurface
204,0901_18,fracture,BdTfrac901,SW_SW,,,,901,22.03.2021,13:30,485,gneiss,subsurface,,,,,,,,,,,12.2,8.79,7.94,959,756,680,120,0.01,1,,,,,,,,BdTfrac901.20210322,8.79,959,0.01,12.2,,,,,,,,,,,,,,,7.94,756,,,,BdTfrac901,20210322,901,485,gneiss,subsurface
10,0901_13,fracture,BdTfrac901,SW_SW,,,,901,21.12.2020,,485,gneiss,subsurface,3.56,13.98,0,529.15,10,0.08,93.67,1.65,0.27,154.47,11.9,9.33,8.34,877,849,622,-3,0.0092,1,,,,,0.92,,,BdTfrac901.20201221,9.33,877,0.0092,11.9,3.56,13.98,,,,,529.15,0.08,93.67,,1.65,0.27,154.47,,8.34,849,,,,BdTfrac901,20201221,901,485,gneiss,subsurface
11,0901_14,fracture,BdTfrac901,SW_SW,,,,901,19.01.2021,,485,gneiss,subsurface,3.35,13.6,0,514.61,10,0.08,99.09,1.78,0.27,155.14,11.7,8.62,7.43,878,809,619,139,0.0077,1,-14.26,-99.82,,,2.73,,,BdTfrac901.20210119,8.62,878,0.00772,11.7,3.35,13.6,,,,,514.61,0.08,99.09,,1.78,0.27,155.14,,7.43,809,,,,BdTfrac901,20210119,901,485,gneiss,subsurface
473,0901_37,fracture,BdTfrac901,SW_SW,,,,901,01.06.2021,16:45,485,granite,subsurface,4.05,13.36,0,549.06,,,,,,,11.4,8.4,7.817,947,819,662,131,0.0067,1,-14.19,-99.99,,,,,,BdTfrac901.20210601,8.4,947,0.0067,11.4,4.05,13.36,,,0,,549.06,,,,,,,,7.817,819,,,,BdTfrac901,20210601,901,485,granite,subsurface
12,0901_17,fracture,BdTfrac901,SW_SW,,,,901,04.03.2021,,485,gneiss,subsurface,,,0,,5,,,,,,11.7,8.64,8.33,949,814,674,178,0.0063,1,-14.27,-99.88,,,999,,,BdTfrac901.20210304,8.64,949,0.00625,11.7,,,,,,,,,,,,,,,,,,,,BdTfrac901,20210304,901,485,gneiss,subsurface
516,0901_39,fracture,BdTfrac901,SW_SW,,,,901,08.07.2021,17:30,,gneiss,subsurface,3.28,13.19,0,541.73,,0,107.43,1.91,0,157.14,11.5,8.6,,943,,670,89,0.006,1,,,,,,,,BdTfrac901.20210708,8.6,943,0.006,11.5,3.28,13.19,,,0,,541.73,0,107.43,,1.91,0,157.14,,,,,,,BdTfrac901,20210708,901,485,gneiss,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no cations; andrew should have the metadata,BdTfrac901.20211130,,,,,3.2,12.62,,0.19,,,548.23,,,,,,,,,,4888.017177,1614.534482,,BdTfrac901,20211130,901,485,gneiss,subsurface
270,0901_28,fracture,BdTfrac901,SW_SW,,,,901,05.05.2021,18:40,485,gneiss,subsurface,1.69,14,0,515.43,,0,103.11,1.69,0,139.16,11.9,9,8.793,965,876,684,121,,1,-14.6,-99.89,,,,,,BdTfrac901.20210505,9,965,,11.9,1.69,14,,,0,,515.43,0,103.11,,1.69,0,139.16,,8.793,876,152565.9639,67672.42875,,BdTfrac901,20210505,901,485,gneiss,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac901.20210119_duplicate,,,,,3.09,13.57,,,,,-999,0.08,98.28,,1.8,0.27,151,,7.517,820,,,,BdTfrac901,20210119,901,485,gneiss,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac901.20211214,,,,,3.4,13.44,,0.42,0.16,0.67,543.48,,,,,,,,,,,,,BdTfrac901,20211214,901,485,gneiss,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTrigula.20210430,8.6,86.6,,15.9,2.37,0.29,,,1,,15.92,0,10.5,,0.52,0.24,8.82,,8.787,76.6,,,,BdTrigula,20210430,,,,experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTrigula.20210504,8.68,86.4,,14.9,2.33,0.29,,,0.25,,16.17,0,10.67,,0.47,0.24,8.91,,9.137,56,,,,BdTrigula,20210504,,,,experiment
